transaction_id,transaction_date,store_id,customer_id,product_id,quantity,unit_price,discount_pct,payment_method,cashier_id
TXN-000718,2024-02-26,127,5364,1069,2,663.72,15,Credit Card,EMP-024
TXN-000719,2024-01-21,119,5108,1001,4,77.77,10,Gift Card,EMP-013
TXN-000720,2024-08-08,120,5171,1048,1,565.26,0,Credit Card,EMP-071
TXN-000721,2024-03-07,150,5380,1085,5,607.33,15,Debit Card,EMP-036
TXN-000722,2024-04-17,141,5066,1150,5,834.63,0,Credit Card,EMP-076
TXN-000723,2024-12-01,107,5473,1210,1,219.49,15,Cash,EMP-061
TXN-000724,2024-04-13,113,,1137,4,928.8,10,Gift Card,EMP-045
TXN-000725,2024-07-06,128,,1115,1,757.35,25,Mobile Pay,EMP-068
TXN-000726,2024-09-14,109,5356,1203,3,88.0,0,Gift Card,EMP-008
TXN-000727,2024-12-21,135,5350,1049,5,1122.17,0,Debit Card,EMP-057
TXN-000728,2024-09-17,118,5310,1099,2,797.85,0,Credit Card,EMP-021
TXN-000729,2024-10-19,151,,1056,5,234.42,25,Gift Card,EMP-068
TXN-000730,2024-05-12,136,5137,1078,1,390.62,0,Debit Card,EMP-006
TXN-000731,2024-09-30,118,5482,1061,2,213.13,10,Credit Card,EMP-032
TXN-000732,2024-04-17,139,5323,1137,3,524.07,15,Credit Card,EMP-071
TXN-000733,2024-05-15,121,5150,1185,1,474.04,0,Cash,EMP-029
TXN-000734,2024-05-23,143,,1046,5,214.99,0,Mobile Pay,EMP-033
TXN-000735,2024-11-16,115,5226,1163,3,1004.65,10,Debit Card,EMP-075
TXN-000736,2024-11-18,115,5228,1207,4,593.54,15,Debit Card,EMP-062
TXN-000737,2024-02-17,112,5441,1127,2,94.87,25,Debit Card,EMP-037
TXN-000738,2024-01-11,144,5201,1080,5,356.84,5,Credit Card,EMP-019
TXN-000739,2024-02-06,126,5496,1110,1,511.46,0,Credit Card,EMP-078
TXN-000740,2024-02-21,101,,1097,1,876.81,0,Debit Card,EMP-011
TXN-000741,2024-05-17,101,5405,1037,1,1080.0,15,Credit Card,EMP-026
TXN-000742,2024-03-12,111,5417,1123,3,906.94,15,Mobile Pay,EMP-020
TXN-000743,2024-05-04,108,5278,1015,1,296.12,0,Credit Card,EMP-070
TXN-000744,2024-05-31,101,5072,1027,2,776.03,0,Debit Card,EMP-055
TXN-000745,2024-07-16,144,5471,1038,4,688.06,0,Mobile Pay,EMP-022
TXN-000746,2024-02-26,105,5182,1058,5,659.72,15,Credit Card,EMP-047
TXN-000747,2024-02-13,134,5219,1230,3,219.03,0,Mobile Pay,EMP-020
TXN-000748,2024-12-07,107,5178,1176,3,446.21,25,Cash,EMP-034
TXN-000749,2024-12-30,110,,1205,2,216.75,15,Debit Card,EMP-050
TXN-000750,2024-08-16,105,5417,1185,1,866.91,20,Cash,EMP-019
TXN-000751,2024-02-16,123,5197,1083,3,641.99,25,Mobile Pay,EMP-062
TXN-000752,2024-12-21,109,5170,1250,2,171.29,20,Mobile Pay,EMP-071
TXN-000753,2024-09-11,115,5420,1138,4,765.59,0,Gift Card,EMP-054
TXN-000754,2024-09-26,145,5112,1148,1,976.77,5,Cash,EMP-001
TXN-000755,2024-04-14,109,5490,1218,1,254.5,0,Cash,EMP-047
TXN-000756,2024-03-12,127,5282,1076,2,240.06,5,Debit Card,EMP-008
TXN-000757,2024-03-11,147,5193,1031,1,347.05,20,Cash,EMP-007
TXN-000758,2024-12-25,154,,1028,5,559.52,0,Credit Card,EMP-019
TXN-000759,2024-07-06,137,,1037,4,501.67,0,Debit Card,EMP-061
TXN-000760,2024-03-12,127,5240,1192,3,167.53,25,Credit Card,EMP-037
TXN-000761,2024-02-26,149,5309,1040,2,148.54,0,Credit Card,EMP-051
TXN-000762,2024-08-04,154,5364,1175,3,1050.18,10,Debit Card,EMP-055
TXN-000763,2024-03-21,109,5486,1070,2,964.26,20,Gift Card,EMP-008
TXN-000764,2024-04-22,139,5286,1101,1,741.61,25,Mobile Pay,EMP-041
TXN-000765,2024-11-30,152,5027,1165,3,113.17,20,Debit Card,EMP-035
TXN-000766,2024-02-25,122,5433,1027,1,490.35,5,Cash,EMP-021
TXN-000767,2024-10-04,120,5387,1028,2,308.08,5,Credit Card,EMP-031
TXN-000768,2024-05-17,151,5288,1022,4,1283.5,0,Credit Card,EMP-041
TXN-000769,2024-02-17,119,5384,1242,4,25.61,5,Cash,EMP-051
TXN-000770,2024-07-01,127,5169,1250,5,126.2,0,Gift Card,EMP-020
TXN-000771,2024-01-13,155,5444,1151,1,973.13,10,Debit Card,EMP-020
TXN-000772,2024-12-15,146,5487,1119,2,363.79,5,Debit Card,EMP-021
TXN-000773,2024-09-13,150,5267,1133,3,1353.12,25,Debit Card,EMP-044
TXN-000774,2024-05-28,146,5020,1093,4,1125.48,5,Debit Card,EMP-079
TXN-000775,2024-11-06,107,5254,1020,1,80.95,0,Cash,EMP-071
TXN-000776,2024-02-14,119,5478,1128,2,510.1,0,Cash,EMP-074
TXN-000777,2024-07-05,130,5395,1091,3,305.25,25,Cash,EMP-057
TXN-000778,2024-11-28,137,,1237,4,43.42,0,Cash,EMP-037
TXN-000779,2024-07-24,129,5066,1105,3,90.94,15,Cash,EMP-011
TXN-000780,2024-12-15,144,5448,1106,1,900.02,0,Debit Card,EMP-072
TXN-000781,2024-01-05,137,5081,1040,4,310.64,0,Debit Card,EMP-050
TXN-000782,2024-08-24,135,5328,1172,4,253.53,0,Credit Card,EMP-024
TXN-000783,2024-02-25,113,5221,1235,4,136.26,15,Credit Card,EMP-041
TXN-000784,2024-06-24,108,5243,1155,3,238.87,25,Credit Card,EMP-070
TXN-000785,2024-03-20,137,5163,1243,1,62.97,20,Credit Card,EMP-047
TXN-000786,2024-08-08,102,,1251,4,739.98,10,Cash,EMP-023
TXN-000787,2024-02-12,146,5152,1037,4,495.12,20,Gift Card,EMP-028
TXN-000788,2024-12-08,128,5047,1229,3,409.07,10,Debit Card,EMP-026
TXN-000789,2024-06-27,151,5352,1242,2,28.51,20,Cash,EMP-074
TXN-000790,2024-07-18,113,5305,1211,1,298.23,0,Cash,EMP-041
TXN-000791,2024-01-08,121,5255,1039,1,1264.53,20,Cash,EMP-067
TXN-000792,2024-01-02,141,5064,1253,4,586.11,0,Credit Card,EMP-028
TXN-000793,2024-04-06,125,5307,1108,2,502.67,15,Debit Card,EMP-025
TXN-000794,2024-12-13,102,5186,1148,3,1097.59,10,Gift Card,EMP-016
TXN-000795,2024-12-24,123,5210,1128,3,882.1,20,Gift Card,EMP-043
TXN-000796,2024-02-28,136,5090,1238,5,166.46,0,Gift Card,EMP-056
TXN-000797,2024-07-14,141,5223,1073,3,468.99,0,Credit Card,EMP-014
TXN-000798,2024-02-15,132,5053,1167,5,271.75,0,Mobile Pay,EMP-065
TXN-000799,2024-10-24,114,5215,1207,2,272.19,25,Gift Card,EMP-049
TXN-000800,2024-02-28,151,5179,1051,4,165.09,20,Mobile Pay,EMP-001
TXN-000801,2024-07-10,143,5450,1201,3,47.87,10,Mobile Pay,EMP-031
TXN-000802,2024-01-03,102,,1231,2,245.91,15,Gift Card,EMP-077
TXN-000803,2024-06-11,116,5220,1086,5,52.74,20,Debit Card,EMP-079
TXN-000804,2024-11-25,128,5295,1101,2,1304.01,20,Debit Card,EMP-052
TXN-000805,2024-06-11,152,5363,1133,2,673.0,0,Gift Card,EMP-051
TXN-000806,2024-11-17,121,5485,1235,2,77.66,0,Credit Card,EMP-004
TXN-000807,2024-08-11,140,5014,1003,5,861.79,0,Gift Card,EMP-049
TXN-000808,2024-01-13,141,5324,1191,3,400.06,0,Debit Card,EMP-029
TXN-000809,2024-06-01,152,5399,1050,4,834.04,10,Credit Card,EMP-036
TXN-000810,2024-02-12,138,,1240,1,550.31,0,Mobile Pay,EMP-077
TXN-000811,2024-03-03,106,5092,1028,1,340.28,25,Cash,EMP-027
TXN-000812,2024-07-19,105,,1026,4,665.4,0,Debit Card,EMP-054
TXN-000813,2024-07-11,111,5413,1228,2,435.24,10,Credit Card,EMP-023
TXN-000814,2024-12-03,122,5060,1146,3,420.68,25,Gift Card,EMP-077
TXN-000815,2024-10-06,108,5474,1002,2,187.45,0,Gift Card,EMP-003
TXN-000816,2024-09-22,108,5186,1132,2,655.74,0,Cash,EMP-018
TXN-000817,2024-04-22,118,5137,1022,4,1089.09,5,Credit Card,EMP-045
TXN-000818,2024-12-28,132,5414,1142,4,516.8,20,Debit Card,EMP-033
TXN-000819,2024-03-29,126,5143,1051,1,146.74,10,Debit Card,EMP-027
TXN-000820,2024-09-06,118,5382,1111,3,819.78,0,Gift Card,EMP-050
TXN-000821,2024-08-07,153,5323,1052,1,509.89,25,Debit Card,EMP-005
TXN-000822,2024-09-18,142,5423,1065,5,748.17,15,Mobile Pay,EMP-004
TXN-000823,2024-02-28,123,5095,1047,2,1145.09,0,Debit Card,EMP-048
TXN-000824,2024-07-09,121,,1038,1,975.57,15,Debit Card,EMP-060
TXN-000825,2024-10-17,125,5033,1204,3,596.7,5,Gift Card,EMP-028
TXN-000826,2024-02-22,152,5452,1144,1,765.17,20,Mobile Pay,EMP-041
TXN-000827,2024-06-12,103,5255,1051,3,93.63,20,Credit Card,EMP-016
TXN-000828,2024-08-19,137,5121,1044,1,685.27,10,Credit Card,EMP-074
TXN-000829,2024-01-03,126,,1234,1,577.61,0,Cash,EMP-003
TXN-000830,2024-02-05,120,5370,1121,3,603.66,15,Cash,EMP-052
TXN-000831,2024-02-10,126,5024,1143,3,481.24,25,Mobile Pay,EMP-016
TXN-000832,2024-07-10,104,,1241,1,300.31,0,Credit Card,EMP-042
TXN-000833,2024-12-18,147,5097,1186,3,444.21,0,Credit Card,EMP-034
TXN-000834,2024-01-23,122,5135,1029,5,444.63,20,Cash,EMP-022
TXN-000835,2024-03-11,110,,1150,5,895.51,20,Mobile Pay,EMP-016
TXN-000836,2024-09-24,118,5250,1136,3,800.14,25,Debit Card,EMP-012
TXN-000837,2024-05-15,136,,1197,2,351.55,5,Credit Card,EMP-010
TXN-000838,2024-09-10,153,5239,1016,4,579.53,5,Mobile Pay,EMP-014
TXN-000839,2024-06-23,155,5263,1054,3,1217.33,10,Mobile Pay,EMP-020
TXN-000840,2024-09-15,125,5186,1028,4,665.32,5,Mobile Pay,EMP-025
TXN-000841,2024-02-05,137,5487,1072,1,127.31,0,Mobile Pay,EMP-014
TXN-000842,2024-02-26,102,5136,1062,4,540.66,25,Cash,EMP-034
TXN-000843,2024-03-01,110,5108,1238,4,240.46,20,Gift Card,EMP-043
TXN-000844,2024-01-28,142,,1113,4,179.4,20,Debit Card,EMP-038
TXN-000845,2024-04-06,132,5311,1104,5,365.84,20,Credit Card,EMP-007
TXN-000846,2024-11-26,103,5027,1064,5,1123.9,10,Debit Card,EMP-009
TXN-000847,2024-09-29,146,5358,1026,4,541.49,20,Mobile Pay,EMP-013
TXN-000848,2024-04-22,114,5253,1188,2,126.04,5,Cash,EMP-037
TXN-000849,2024-12-27,112,,1153,5,235.54,25,Cash,EMP-031
TXN-000850,2024-03-28,130,5170,1081,2,982.07,0,Mobile Pay,EMP-055
TXN-000851,2024-06-20,111,5039,1006,1,460.42,15,Mobile Pay,EMP-075
TXN-000852,2024-01-01,153,5023,1126,1,1302.11,10,Debit Card,EMP-068
TXN-000853,2024-09-14,120,5051,1043,3,215.44,25,Mobile Pay,EMP-045
TXN-000854,2024-10-06,101,5234,1066,3,207.67,10,Cash,EMP-067
TXN-000855,2024-12-05,108,5247,1220,3,1150.54,0,Debit Card,EMP-053
TXN-000856,2024-04-22,116,5015,1169,5,391.87,20,Cash,EMP-027
TXN-000857,2024-02-15,118,5055,1050,5,1101.32,25,Gift Card,EMP-023
TXN-000858,2024-05-15,138,5200,1234,4,688.83,10,Cash,EMP-025
TXN-000859,2024-01-22,108,5313,1149,4,924.91,25,Gift Card,EMP-045
TXN-000860,2024-05-27,110,5350,1029,4,1017.93,0,Gift Card,EMP-038
TXN-000861,2024-11-15,105,5147,1143,3,444.42,0,Mobile Pay,EMP-006
TXN-000862,2024-04-21,132,,1073,3,462.91,0,Mobile Pay,EMP-046
TXN-000863,2024-12-04,119,5179,1214,5,205.69,0,Credit Card,EMP-035
TXN-000864,2024-03-14,119,5041,1188,2,73.0,0,Mobile Pay,EMP-046
TXN-000865,2024-05-07,107,5204,1208,3,1087.45,10,Gift Card,EMP-040
TXN-000866,2024-03-29,138,5411,1145,2,255.04,5,Cash,EMP-018
TXN-000867,2024-08-01,137,5152,1142,4,339.49,0,Mobile Pay,EMP-056
TXN-000868,2024-02-19,144,5257,1036,3,162.63,25,Cash,EMP-055
TXN-000869,2024-08-26,136,5467,1108,1,600.39,20,Credit Card,EMP-018
TXN-000870,2024-11-10,124,5262,1233,2,469.9,10,Credit Card,EMP-051
TXN-000871,2024-03-05,134,5390,1104,4,579.9,0,Credit Card,EMP-008
TXN-000872,2024-05-18,139,,1213,1,435.68,10,Gift Card,EMP-062
TXN-000873,2024-12-19,138,,1085,5,905.16,0,Debit Card,EMP-067
TXN-000874,2024-03-14,144,5114,1144,2,1139.67,10,Cash,EMP-001
TXN-000875,2024-09-05,101,,1160,2,786.33,0,Gift Card,EMP-013
TXN-000876,2024-05-06,133,,1053,4,529.88,20,Credit Card,EMP-016
TXN-000877,2024-06-02,154,5120,1104,5,499.06,10,Gift Card,EMP-057
TXN-000878,2024-12-02,102,,1158,2,238.13,0,Debit Card,EMP-022
TXN-000879,2024-09-18,119,5245,1190,3,420.35,0,Gift Card,EMP-064
TXN-000880,2024-07-07,107,5409,1171,4,612.22,20,Mobile Pay,EMP-019
TXN-000881,2024-01-15,138,5005,1073,3,348.62,0,Gift Card,EMP-057
TXN-000882,2024-01-22,147,5239,1233,4,763.1,10,Credit Card,EMP-021
TXN-000883,2024-07-02,146,5178,1129,5,395.92,20,Gift Card,EMP-009
TXN-000884,2024-03-30,122,5288,1168,4,288.13,0,Cash,EMP-039
TXN-000885,2024-07-20,131,5192,1018,5,792.79,0,Gift Card,EMP-065
TXN-000886,2024-12-03,138,5301,1135,3,11.27,20,Credit Card,EMP-006
TXN-000887,2024-01-16,107,5340,1219,4,593.59,25,Cash,EMP-030
TXN-000888,2024-05-01,125,5456,1027,4,1031.76,0,Credit Card,EMP-079
TXN-000889,2024-05-08,149,5226,1030,3,435.82,0,Debit Card,EMP-042
TXN-000890,2024-02-25,141,,1179,5,671.33,5,Debit Card,EMP-033
TXN-000891,2024-09-08,111,5379,1113,4,256.99,5,Credit Card,EMP-075
TXN-000892,2024-01-13,103,,1162,2,1375.78,0,Cash,EMP-053
TXN-000893,2024-10-17,147,5349,1140,5,62.92,25,Debit Card,EMP-027
TXN-000894,2024-10-19,136,5316,1212,2,289.29,0,Mobile Pay,EMP-055
TXN-000895,2024-11-16,151,5065,1097,5,1285.72,10,Credit Card,EMP-016
TXN-000896,2024-09-12,115,5011,1060,3,78.04,10,Mobile Pay,EMP-046
TXN-000897,2024-02-04,135,5038,1224,5,423.08,5,Gift Card,EMP-079
TXN-000898,2024-09-13,145,,1080,1,458.49,25,Cash,EMP-004
TXN-000899,2024-01-17,149,5454,1087,1,785.94,0,Debit Card,EMP-071
TXN-000900,2024-06-17,116,5031,1237,4,76.61,0,Gift Card,EMP-079
TXN-000901,2024-12-25,105,,1214,4,441.46,0,Gift Card,EMP-062
TXN-000902,2024-03-07,132,,1070,5,817.38,5,Cash,EMP-056
TXN-000903,2024-09-01,102,5116,1078,1,372.38,0,Debit Card,EMP-069
TXN-000904,2024-11-07,136,5009,1221,4,891.18,0,Mobile Pay,EMP-049
TXN-000905,2024-12-22,108,5070,1033,4,215.98,0,Gift Card,EMP-048
TXN-000906,2024-06-29,115,5121,1050,1,700.62,0,Debit Card,EMP-053
TXN-000907,2024-10-01,147,5447,1146,2,230.92,0,Credit Card,EMP-008
TXN-000908,2024-03-05,123,,1113,5,161.82,5,Cash,EMP-017
TXN-000909,2024-11-06,105,,1102,1,563.64,10,Gift Card,EMP-027
TXN-000910,2024-09-10,155,5468,1181,2,723.48,25,Cash,EMP-047
TXN-000911,2024-10-09,118,5457,1075,3,23.66,0,Credit Card,EMP-045
TXN-000912,2024-07-29,114,5040,1181,2,834.62,5,Cash,EMP-071
TXN-000913,2024-04-17,103,5072,1032,2,380.76,25,Mobile Pay,EMP-015
TXN-000914,2024-01-11,125,5301,1128,3,1007.76,0,Credit Card,EMP-036
TXN-000915,2024-11-08,129,5196,1099,1,754.27,5,Debit Card,EMP-049
TXN-000916,2024-04-04,120,,1169,1,259.03,15,Credit Card,EMP-078
TXN-000917,2024-06-21,138,5385,1237,2,80.42,0,Cash,EMP-080
TXN-000918,2024-08-10,149,5376,1222,1,845.11,0,Gift Card,EMP-050
TXN-000919,2024-12-13,128,5237,1074,5,326.45,10,Debit Card,EMP-049
TXN-000920,2024-08-27,101,5464,1191,3,473.87,10,Credit Card,EMP-032
TXN-000921,2024-10-04,118,5315,1076,3,213.89,10,Cash,EMP-078
TXN-000922,2024-01-07,117,5428,1032,2,356.76,25,Mobile Pay,EMP-003
TXN-000923,2024-08-13,141,5245,1003,5,753.73,5,Mobile Pay,EMP-008
TXN-000924,2024-10-23,121,5282,1241,1,174.44,25,Debit Card,EMP-034
TXN-000925,2024-05-21,141,,1067,2,592.8,0,Gift Card,EMP-007
TXN-000926,2024-04-29,129,5259,1030,5,817.84,15,Credit Card,EMP-071
TXN-000927,2024-04-26,117,5499,1016,1,1066.82,15,Gift Card,EMP-006
TXN-000928,2024-11-03,129,,1061,1,226.0,0,Debit Card,EMP-027
TXN-000929,2024-06-15,105,5212,1147,4,827.07,10,Debit Card,EMP-004
TXN-000930,2024-06-16,142,5208,1156,3,408.7,25,Cash,EMP-080
TXN-000931,2024-01-16,138,5076,1042,1,803.39,0,Gift Card,EMP-028
TXN-000932,2024-06-09,138,5401,1131,3,793.67,5,Mobile Pay,EMP-075
TXN-000933,2024-01-17,106,5332,1169,1,328.68,5,Gift Card,EMP-065
TXN-000934,2024-10-21,108,5375,1162,5,1027.63,0,Gift Card,EMP-061
TXN-000935,2024-12-03,154,5099,1135,5,14.44,10,Debit Card,EMP-043
TXN-000936,2024-05-04,121,5233,1205,1,418.4,5,Mobile Pay,EMP-053
TXN-000937,2024-07-04,124,5468,1021,4,903.36,5,Mobile Pay,EMP-054
TXN-000938,2024-04-27,135,5473,1146,2,484.4,20,Gift Card,EMP-018
TXN-000939,2024-11-06,106,5060,1067,4,564.55,20,Gift Card,EMP-019
TXN-000940,2024-10-21,112,5460,1127,4,145.33,0,Debit Card,EMP-016
TXN-000941,2024-08-02,148,5240,1068,1,1198.24,0,Credit Card,EMP-056
TXN-000942,2024-01-13,133,,1177,5,306.38,20,Mobile Pay,EMP-046
TXN-000943,2024-03-06,108,5150,1103,3,81.73,15,Gift Card,EMP-078
TXN-000944,2024-11-11,148,,1028,3,698.99,25,Mobile Pay,EMP-058
TXN-000945,2024-08-11,112,5375,1075,5,21.95,0,Debit Card,EMP-001
TXN-000946,2024-10-30,121,5194,1152,4,750.25,0,Gift Card,EMP-076
TXN-000947,2024-05-23,122,5252,1242,1,37.81,20,Cash,EMP-042
TXN-000948,2024-07-15,153,5021,1082,2,132.49,20,Gift Card,EMP-036
TXN-000949,2024-10-21,119,,1226,2,865.49,0,Cash,EMP-036
TXN-000950,2024-09-06,117,5480,1113,5,170.05,0,Debit Card,EMP-036
TXN-000951,2024-03-13,111,5386,1025,1,529.46,0,Gift Card,EMP-069
TXN-000952,2024-04-09,114,5189,1002,3,262.42,20,Mobile Pay,EMP-067
TXN-000953,2024-03-05,146,5366,1213,1,295.36,25,Mobile Pay,EMP-064
TXN-000954,2024-05-14,143,5374,1023,1,632.36,15,Credit Card,EMP-029
TXN-000955,2024-02-08,141,5232,1084,5,641.16,0,Cash,EMP-005
TXN-000956,2024-08-09,113,5162,1026,5,919.06,0,Credit Card,EMP-032
TXN-000957,2024-03-11,113,5344,1151,3,693.8,25,Debit Card,EMP-063
TXN-000958,2024-04-05,141,,1188,1,98.36,5,Credit Card,EMP-056
TXN-000959,2024-02-04,103,5091,1126,4,1035.34,10,Gift Card,EMP-049
TXN-000960,2024-11-19,143,5271,1150,2,716.0,10,Debit Card,EMP-038
TXN-000961,2024-12-08,123,5306,1125,5,319.0,25,Cash,EMP-013
TXN-000962,2024-04-22,119,5391,1029,4,1013.85,25,Cash,EMP-032
TXN-000963,2024-12-05,143,5163,1109,1,178.71,15,Mobile Pay,EMP-017
TXN-000964,2024-09-04,144,5210,1216,2,515.4,0,Cash,EMP-035
TXN-000965,2024-09-16,136,5031,1056,3,289.86,10,Cash,EMP-053
TXN-000966,2024-07-19,104,5467,1208,3,896.22,25,Debit Card,EMP-044
TXN-000967,2024-11-21,137,5113,1210,2,182.41,5,Credit Card,EMP-079
TXN-000968,2024-11-08,147,5486,1085,1,470.55,20,Credit Card,EMP-043
TXN-000969,2024-06-29,104,,1197,5,523.06,5,Cash,EMP-069
TXN-000970,2024-04-11,146,5440,1253,2,432.1,10,Debit Card,EMP-048
TXN-000971,2024-06-18,101,5481,1106,1,677.18,0,Gift Card,EMP-014
TXN-000972,2024-09-13,119,,1102,3,717.49,0,Debit Card,EMP-032
TXN-000973,2024-01-18,142,5193,1070,4,833.01,0,Cash,EMP-011
TXN-000974,2024-02-09,127,5375,1019,1,613.02,0,Gift Card,EMP-078
TXN-000975,2024-03-18,154,5099,1025,5,850.12,10,Cash,EMP-055
TXN-000976,2024-09-19,107,5103,1191,3,197.08,25,Mobile Pay,EMP-038
TXN-000977,2024-08-07,131,5142,1024,3,136.82,5,Mobile Pay,EMP-003
TXN-000978,2024-09-11,146,5279,1187,1,492.47,25,Debit Card,EMP-074
TXN-000979,2024-01-13,137,5244,1102,1,707.58,10,Cash,EMP-019
TXN-000980,2024-11-18,132,5106,1250,5,118.93,5,Credit Card,EMP-019
TXN-000981,2024-07-25,137,5429,1158,2,453.65,0,Mobile Pay,EMP-033
TXN-000982,2024-07-29,121,5018,1080,5,605.29,20,Credit Card,EMP-035
TXN-000983,2024-12-19,132,5279,1054,3,1168.85,5,Cash,EMP-060
TXN-000984,2024-12-28,106,5375,1124,1,567.27,20,Credit Card,EMP-049
TXN-000985,2024-03-06,111,5062,1194,2,521.18,25,Credit Card,EMP-005
TXN-000986,2024-08-05,109,5249,1127,5,93.66,20,Mobile Pay,EMP-002
TXN-000987,2024-05-31,144,5472,1031,3,234.85,15,Gift Card,EMP-048
TXN-000988,2024-10-15,114,5350,1167,5,331.23,15,Gift Card,EMP-078
TXN-000989,2024-05-08,148,5474,1121,2,895.09,0,Gift Card,EMP-061
TXN-000990,2024-01-06,101,5034,1082,3,100.76,5,Debit Card,EMP-013
TXN-000991,2024-10-02,130,,1118,5,894.47,0,Credit Card,EMP-045
TXN-000992,2024-11-21,113,5007,1144,3,1255.42,10,Mobile Pay,EMP-075
TXN-000993,2024-06-05,136,5130,1095,5,1006.34,5,Credit Card,EMP-076
TXN-000994,2024-03-19,137,5134,1027,1,920.36,0,Gift Card,EMP-076
TXN-000995,2024-11-26,138,5436,1197,5,383.21,10,Gift Card,EMP-061
TXN-000996,2024-04-17,106,5110,1044,5,361.71,0,Debit Card,EMP-022
TXN-000997,2024-08-31,104,,1224,2,183.44,25,Mobile Pay,EMP-061
TXN-000998,2024-06-16,136,,1078,4,300.08,20,Mobile Pay,EMP-061
TXN-000999,2024-06-30,139,5040,1080,2,647.51,0,Cash,EMP-019
TXN-001000,2024-08-11,144,5128,1144,1,897.67,20,Cash,EMP-023
TXN-001001,2024-01-13,123,5343,1222,4,797.33,5,Gift Card,EMP-072
TXN-001002,2024-04-07,113,5005,1098,4,273.92,15,Gift Card,EMP-025
TXN-001003,2024-01-03,124,,1151,3,650.02,0,Gift Card,EMP-035
TXN-001004,2024-01-18,145,5022,1166,3,619.71,10,Credit Card,EMP-074
TXN-001005,2024-01-16,141,5311,1221,4,1179.68,25,Debit Card,EMP-061
TXN-001006,2024-11-27,124,,1193,1,275.38,0,Debit Card,EMP-017
TXN-001007,2024-02-12,129,,1108,1,553.42,15,Credit Card,EMP-070
TXN-001008,2024-05-22,102,5377,1252,3,1319.57,15,Debit Card,EMP-076
TXN-001009,2024-07-06,154,5213,1133,1,555.33,0,Debit Card,EMP-065
TXN-001010,2024-03-16,118,5022,1187,5,433.48,5,Gift Card,EMP-053
TXN-001011,2024-03-29,120,5001,1163,3,1117.27,15,Credit Card,EMP-044
TXN-001012,2024-08-26,130,,1146,1,487.09,0,Credit Card,EMP-024
TXN-001013,2024-02-14,150,5010,1048,2,605.39,0,Debit Card,EMP-048
TXN-001014,2024-08-23,154,5157,1021,2,1369.14,0,Cash,EMP-007
TXN-001015,2024-07-13,121,5289,1181,4,492.21,5,Debit Card,EMP-035
TXN-001016,2024-04-12,117,5225,1046,1,383.52,25,Cash,EMP-075
TXN-001017,2024-07-05,141,5424,1090,2,370.1,0,Gift Card,EMP-050
TXN-001018,2024-03-20,123,5222,1138,3,787.87,5,Cash,EMP-065
TXN-001019,2024-10-09,150,5262,1213,2,371.61,10,Debit Card,EMP-060
TXN-001020,2024-05-13,112,5323,1009,4,408.04,0,Mobile Pay,EMP-076
TXN-001021,2024-06-14,103,5461,1096,3,426.55,0,Cash,EMP-002
TXN-001022,2024-03-22,107,5462,1108,2,421.19,15,Cash,EMP-021
TXN-001023,2024-08-27,152,,1140,5,35.05,25,Gift Card,EMP-074
TXN-001024,2024-12-21,117,5124,1112,3,406.54,15,Mobile Pay,EMP-052
TXN-001025,2024-06-02,133,5390,1011,1,1033.29,20,Mobile Pay,EMP-035
TXN-001026,2024-10-22,120,5085,1103,5,75.51,5,Gift Card,EMP-018
TXN-001027,2024-03-07,106,5496,1170,3,472.16,0,Cash,EMP-059
TXN-001028,2024-07-21,112,5102,1043,3,170.83,10,Credit Card,EMP-024
TXN-001029,2024-04-30,116,,1220,2,653.45,15,Credit Card,EMP-062
TXN-001030,2024-03-22,145,5201,1089,2,102.65,25,Mobile Pay,EMP-060
TXN-001031,2024-12-27,109,,1063,3,945.22,0,Mobile Pay,EMP-042
TXN-001032,2024-05-24,126,5305,1210,5,343.52,0,Cash,EMP-063
TXN-001033,2024-12-08,139,,1190,2,503.6,5,Cash,EMP-047
TXN-001034,2024-06-23,126,5384,1129,1,387.44,5,Debit Card,EMP-064
TXN-001035,2024-04-06,125,5173,1012,2,129.51,20,Debit Card,EMP-037
TXN-001036,2024-06-08,127,5133,1100,2,239.13,0,Mobile Pay,EMP-067
TXN-001037,2024-02-24,107,5375,1120,4,361.28,0,Debit Card,EMP-041
TXN-001038,2024-03-06,132,5005,1148,4,794.3,20,Credit Card,EMP-039
TXN-001039,2024-08-05,152,,1067,4,543.78,15,Mobile Pay,EMP-043
TXN-001040,2024-09-30,135,5217,1249,4,652.17,0,Debit Card,EMP-001
TXN-001041,2024-06-21,133,5101,1243,5,88.69,25,Mobile Pay,EMP-007
TXN-001042,2024-08-25,124,5235,1073,1,219.18,15,Cash,EMP-055
TXN-001043,2024-06-21,118,5277,1173,2,822.67,10,Cash,EMP-054
TXN-001044,2024-01-09,108,5305,1115,3,579.05,0,Gift Card,EMP-051
TXN-001045,2024-05-07,147,,1045,2,262.01,25,Mobile Pay,EMP-036
TXN-001046,2024-06-25,153,5470,1249,5,711.07,25,Credit Card,EMP-010
TXN-001047,2024-06-16,141,5370,1096,1,244.38,20,Gift Card,EMP-011
TXN-001048,2024-06-21,102,5205,1238,2,257.54,10,Credit Card,EMP-056
TXN-001049,2024-02-29,140,5155,1204,5,518.26,5,Credit Card,EMP-048
TXN-001050,2024-10-20,148,5140,1122,2,131.88,10,Gift Card,EMP-006
TXN-001051,2024-11-05,101,5139,1103,4,94.49,5,Credit Card,EMP-054
